the_geom,shape_leng,boroname,ntaname
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99174340405398, 40.57343001107267], [-73.99277258948487, 40.573198231755896], [-73.99382750900746, 40.573012902055076], [-73.99490444381989, 40.57287304071553], [-73.99568523467171, 40.57280999597189], [-73.99579140428621, 40.57280142239687], [-73.99596084547966, 40.57278774014141], [-73.99636029761535, 40.57277403164797], [-73.99644946236958, 40.57277097233303], [-73.99678403560111, 40.572759489155885], [-73.99686813048726, 40.57275660226446], [-73.99704433384458, 40.572750554089964], [-73.99714601190672, 40.57275076640807], [-73.99740979371823, 40.572751316627105], [-73.99750151734982, 40.572751508637175], [-73.99808758407316, 40.572752728111965], [-73.99915261084696, 40.5728123109001], [-73.99939056703747, 40.57283710946485], [-73.99947706271121, 40.57284612331673], [-74.00030997943124, 40.572932920820186], [-74.00142189819474, 40.57310184254657], [-74.00254829105583, 40.57332704412403], [-74.00279577156185, 40.574636716177], [-74.0017342720248, 40.57475034726059], [-74.00067580330948, 40.57486856117145], [-73.99961512279324, 40.57498420714532], [-73.99855647023543, 40.57510056523504], [-73.99749692764964, 40.57521779458624], [-73.996438267627, 40.575335501702426], [-73.99537975761496, 40.57545082098605], [-73.99431553806208, 40.57557399189109], [-73.99326198042282, 40.575695154264935], [-73.99219597103405, 40.57580857129259], [-73.9920554591561, 40.575070127031715], [-73.99202830196508, 40.57492740255421], [-73.9919132382061, 40.574322677883835], [-73.99174340405398, 40.57343001107267]]]]}",7381.41760556,Brooklyn,Seagate-Coney Island
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91716779456259, 40.6183879621651], [-73.91711554441459, 40.61792519123928], [-73.91700809992273, 40.617201923723314], [-73.9169765168347, 40.6169322128547], [-73.91690302737105, 40.61627422991109], [-73.91719587388143, 40.616091716413315], [-73.91739073173478, 40.61596630640253], [-73.9178875335176, 40.615646580379554], [-73.9186283821214, 40.61516860665799], [-73.91893348463408, 40.61496778028131], [-73.91937088698582, 40.61469022304979], [-73.91960797147065, 40.61453446453847], [-73.92010699963082, 40.614212128891005], [-73.92052694107498, 40.61394269500626], [-73.92062400307957, 40.614838681674975], [-73.92085197859551, 40.616971435842736], [-73.92097112918647, 40.61812359000237], [-73.92110242801024, 40.61930919820453], [-73.92013375124505, 40.61936966511039], [-73.91920055491559, 40.61942644892271], [-73.91826562963043, 40.61948427618001], [-73.91726440925842, 40.61954803796828], [-73.91717137732488, 40.618711251963], [-73.91716779456259, 40.6183879621651]]]]}",5544.89292062,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.02835031608427, 40.622798626925196], [-74.02864338068372, 40.622086008710035], [-74.0286800021249, 40.62199620868149], [-74.0289231215321, 40.62140418249095], [-74.02900836845947, 40.62119206102643], [-74.02920031510213, 40.62072136408267], [-74.02929556017955, 40.62048690826071], [-74.02956408409689, 40.61983253935205], [-74.03021113041962, 40.62014827366867], [-74.0320500278872, 40.62104063283038], [-74.03219532767785, 40.620687470346155], [-74.03488649895603, 40.62131959788916], [-74.0346006153585, 40.6220007390482], [-74.03432262014285, 40.62268220963577], [-74.03404330705307, 40.62336319472773], [-74.03374211670449, 40.624098972604855], [-74.03105991786607, 40.62346289800925], [-74.0305556321425, 40.623339274968565], [-74.02910595217665, 40.622983882884114], [-74.02835031608427, 40.622798626925196]]]]}",5498.33438799,Brooklyn,Bay Ridge
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99301822153384, 40.697462364566825], [-73.99378519586247, 40.6958701947754], [-73.9939781073281, 40.695462956634486], [-73.99429815724346, 40.69479168667164], [-73.99461862467244, 40.694119874500615], [-73.994829170219, 40.693673535949536], [-73.99508016977992, 40.69314721511914], [-73.99592548140669, 40.69330093811047], [-73.9967170257997, 40.6934393277962], [-73.99645485886953, 40.69396695787661], [-73.99641650931223, 40.69404730047], [-73.99617348165155, 40.69455632470748], [-73.99585487317633, 40.69522062160498], [-73.99554669331646, 40.6958926726413], [-73.99532576622259, 40.69637864305878], [-73.99460471371123, 40.69788875288607], [-73.9942921101263, 40.69853508050367], [-73.99270830309769, 40.6980992598135], [-73.99301822153384, 40.697462364566825]]]]}",4828.17027524,Brooklyn,Brooklyn Heights-Cobble Hill
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93536880924118, 40.59654154864442], [-73.93524798362976, 40.595934094474714], [-73.93523211725952, 40.59585432117214], [-73.93517115460385, 40.595547826037794], [-73.93515315929501, 40.59545734841105], [-73.93506484343366, 40.59501332623247], [-73.93504617042899, 40.59491944015335], [-73.93494853538179, 40.59442855063524], [-73.93528750222042, 40.59439499743667], [-73.93538260636282, 40.59438558303729], [-73.93589906619417, 40.5943344577216], [-73.93611727014893, 40.59431017524317], [-73.93678368624624, 40.594236012020794], [-73.93692952937651, 40.594219779834106], [-73.93760527635665, 40.59414457292589], [-73.93768259295642, 40.594135967689574], [-73.93777948946384, 40.59412518255928], [-73.93793843146389, 40.59410812942698], [-73.9387170582348, 40.594024584982435], [-73.93908423707008, 40.593984047981166], [-73.9394766272324, 40.593940725516646], [-73.93964133594521, 40.59392254056836], [-73.93974913860463, 40.593909807454224], [-73.94051817562165, 40.593818971489384], [-73.94061132717552, 40.59380796809797], [-73.94067085232666, 40.59411651371927], [-73.94069017642461, 40.594216677047854], [-73.94075108359989, 40.594532378503246], [-73.94077966551806, 40.59468052730119], [-73.94081668328306, 40.59487240071292], [-73.94085213946097, 40.59505617946442], [-73.94090202206421, 40.59531473007351], [-73.94091644263771, 40.595389473460045], [-73.94101897126488, 40.59592089505461], [-73.94105584336575, 40.59611153259521], [-73.94106836959712, 40.596176291080205], [-73.94120559831842, 40.59688576172238], [-73.94123828174638, 40.59705473015363], [-73.94127905147937, 40.59726550761126], [-73.94129863491433, 40.597366751837114], [-73.9413643669377, 40.59770657769646], [-73.94138092322446, 40.59779217396867], [-73.94148000390203, 40.59830439123593], [-73.94137709415426, 40.59831511711232], [-73.94048860934916, 40.59840771236466], [-73.94027565948915, 40.59843145252178], [-73.9401666162705, 40.598443609014154], [-73.9395610928414, 40.598511112330584], [-73.93909628948684, 40.59856032323815], [-73.93895266499695, 40.598575527874004], [-73.93863736969836, 40.59860890583287], [-73.93817886092033, 40.59865960304508], [-73.93771133641519, 40.5987112925184], [-73.93755506778697, 40.59872867179428], [-73.93694429131153, 40.59879659756319], [-73.93675736758374, 40.598817383897334], [-73.9359392580459, 40.59890858834112], [-73.9358039975266, 40.598923666382], [-73.93571678225985, 40.59844628454496], [-73.93570147159618, 40.59836247837245], [-73.9356239251744, 40.59793801444252], [-73.93560736964221, 40.59784739933596], [-73.9355514588902, 40.59754135426316], [-73.93553436420866, 40.59744777993898], [-73.93536880924118, 40.59654154864442]]]]}",6491.89482944,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00193011441124, 40.62903276738879], [-74.00222793462211, 40.628751169643785], [-74.00251454806298, 40.628474209562604], [-74.00309826282376, 40.62791592651402], [-74.00372265972534, 40.627312307910856], [-74.00435001094564, 40.626710369931686], [-74.0065543231073, 40.62803972131473], [-74.00875385418286, 40.62937122591171], [-74.0100034083154, 40.63011308984557], [-74.00922358682914, 40.63063393433624], [-74.00845601121125, 40.63115026994152], [-74.0077396831576, 40.63163009029664], [-74.00702302420386, 40.63210999547643], [-74.00633870652987, 40.63169362618104], [-74.00413727968571, 40.630363965836565], [-74.00368597245085, 40.63009178102785], [-74.00306154030783, 40.629715175404584], [-74.00193011441124, 40.62903276738879]]]]}",5986.10498602,Brooklyn,Dyker Heights
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86822341610207, 40.827425455594664], [-73.86858073226446, 40.82737780113525], [-73.86863613597342, 40.82737041177535], [-73.86918329430983, 40.827297435318954], [-73.8693365994807, 40.82727654344837], [-73.86942613135527, 40.8272643423776], [-73.8694742039731, 40.827257790814286], [-73.87011529527979, 40.82717041967146], [-73.87038983338377, 40.8271353628423], [-73.87045336459596, 40.82712725066794], [-73.8710371152109, 40.82705270682893], [-73.87120773159005, 40.82702901624876], [-73.87128003083947, 40.82701897716551], [-73.87202920992816, 40.82691494629907], [-73.87275968620166, 40.8268162135182], [-73.87280482805829, 40.82681059061069], [-73.87281403717603, 40.827103179911475], [-73.87295706877731, 40.828448562039526], [-73.87306851575622, 40.82898359113235], [-73.87316167504048, 40.82943081459], [-73.87327288487577, 40.82989371961134], [-73.87322660117368, 40.8299061665495], [-73.87275546539014, 40.83002788204159], [-73.87179422426082, 40.830305439654474], [-73.87090345624775, 40.830563653616174], [-73.87000669891275, 40.83082034052983], [-73.86907935360439, 40.831085928690115], [-73.86814994382976, 40.83136038547576], [-73.86776219067276, 40.829687117623585], [-73.8687203256698, 40.82955797378504], [-73.86854017175138, 40.82878486403748], [-73.86822341610207, 40.827425455594664]]]]}",5612.22944252,Bronx,Soundview-Bruckner
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94068803134334, 40.711962048636806], [-73.94047713466229, 40.711562643310494], [-73.94042252027594, 40.71121764774935], [-73.9407535590888, 40.71118651349185], [-73.94116852850446, 40.71114748327299], [-73.94159179583863, 40.71110767140721], [-73.94196964849229, 40.711072130661336], [-73.94210580711076, 40.711059322922864], [-73.94245994740949, 40.71102586406806], [-73.94283637055865, 40.7109902983194], [-73.94326978850377, 40.71094934563768], [-73.94357731304203, 40.71092028693047], [-73.94378799623537, 40.71090037906394], [-73.94399256733875, 40.710880975612724], [-73.94405151250635, 40.71087538525177], [-73.94416508256323, 40.71086461278519], [-73.94454355602055, 40.71082871309056], [-73.94494587405786, 40.71079055088591], [-73.94536940904898, 40.71075037445711], [-73.94547479529106, 40.71074037749034], [-73.94559624746117, 40.71148150116531], [-73.94571657012376, 40.71221766212344], [-73.94583357910908, 40.712927022533705], [-73.94594877968466, 40.71363724601242], [-73.9442644791824, 40.71379532948908], [-73.94258293747644, 40.71395548780767], [-73.94171302224883, 40.71400706392149], [-73.94138523814352, 40.713347074725064], [-73.94104052086806, 40.712665852369696], [-73.94068803134334, 40.711962048636806]]]]}",4737.9783623,Brooklyn,East Williamsburg
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96737610335964, 40.595461075210466], [-73.9683024706499, 40.59536072764029], [-73.96922788091884, 40.595255545996494], [-73.9697713119069, 40.59492988157008], [-73.97011108143963, 40.594956850174846], [-73.97056817604438, 40.595000527093774], [-73.97108255219185, 40.595049672547205], [-73.97176509065001, 40.59511141144379], [-73.97169555014412, 40.595488542319444], [-73.97153324516661, 40.59636870925109], [-73.97132951066904, 40.59635243071841], [-73.97148350788788, 40.59717158495783], [-73.97163038223722, 40.59794401746698], [-73.97176105340291, 40.598651932444845], [-73.97191080543013, 40.59942305913237], [-73.97098384089291, 40.599529810599364], [-73.97005558742842, 40.5996320879261], [-73.9691298602932, 40.599733295628596], [-73.96820158932026, 40.59983503595418], [-73.96777646104212, 40.59758037900248], [-73.96737610335964, 40.595461075210466]]]]}",5569.96036747,Brooklyn,Homecrest
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93032510585428, 40.68929726462213], [-73.93205604625582, 40.68909818714831], [-73.93215763591667, 40.68908650223144], [-73.93229280817573, 40.689070954203], [-73.93239739323046, 40.689058924389876], [-73.93261586594774, 40.689033794566896], [-73.9327103555528, 40.6890229257218], [-73.93293427420593, 40.6889971682401], [-73.93324840736952, 40.68896103426656], [-73.93617169991664, 40.68862674768565], [-73.93632030277564, 40.689354003314385], [-73.9364673134326, 40.690090758456115], [-73.9366119070993, 40.69082209165733], [-73.93675794449723, 40.69155615258102], [-73.93383261946695, 40.69189276839798], [-73.93090708852644, 40.69222768806877], [-73.93076092295594, 40.69149517650193], [-73.93061691424631, 40.690761540530794], [-73.93046966482707, 40.6900302343349], [-73.93032510585428, 40.68929726462213]]]]}",5439.93873614,Brooklyn,Stuyvesant Heights
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97439072889581, 40.61057921305033], [-73.97418385455614, 40.609463501519535], [-73.97403097835277, 40.608702310159], [-73.97499506093494, 40.60859606428528], [-73.97591937773905, 40.60849511484736], [-73.97684703586908, 40.60839281757921], [-73.97777375870469, 40.60828914292554], [-73.97869929621817, 40.60818766743928], [-73.97918101403799, 40.61073872640811], [-73.97954398809793, 40.61270748419066], [-73.97920804615912, 40.61249723256932], [-73.97846953273276, 40.612044044756836], [-73.97740717630181, 40.611410477403204], [-73.9770115719101, 40.6111727688596], [-73.97637170304222, 40.61176868550265], [-73.97439072889581, 40.61057921305033]]]]}",5543.21185713,Brooklyn,Bensonhurst East
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88990669497632, 40.663778289998135], [-73.89082995434603, 40.66364167069124], [-73.89173786762021, 40.66350745098548], [-73.8926613110503, 40.66336921357695], [-73.8936501232994, 40.6632233120268], [-73.89462796527656, 40.6630795619218], [-73.89553070809032, 40.66294485740158], [-73.89592090099558, 40.66447126298599], [-73.89631628311461, 40.66601829249549], [-73.89540926627802, 40.666153107505565], [-73.89443917502982, 40.66629669125945], [-73.89344599770551, 40.66644523376868], [-73.89252548558304, 40.66658133701653], [-73.89161038676613, 40.66671664592789], [-73.89069385391426, 40.666852234347], [-73.89029917759834, 40.665311759354125], [-73.88990669497632, 40.663778289998135]]]]}",5460.42147207,Brooklyn,East New York (Pennsylvania Ave)
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95896596120764, 40.639304860691475], [-73.95867347162195, 40.63776647153397], [-73.95839961041402, 40.63632693831697], [-73.95952517985316, 40.6357862277288], [-73.9604087879137, 40.635360292838946], [-73.96130783799173, 40.634907665021835], [-73.9621998512432, 40.63448106161408], [-73.9624805888576, 40.6359331050144], [-73.96278088908002, 40.637513595083654], [-73.96318588314621, 40.63967181829412], [-73.96228158164404, 40.640101325352376], [-73.96138536962722, 40.6405251270064], [-73.96050179995993, 40.64094058727479], [-73.95937694894458, 40.64147155523351], [-73.95896596120764, 40.639304860691475]]]]}",6299.57545567,Brooklyn,Flatbush
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98549063159696, 40.597929673240316], [-73.98548008183722, 40.597875711933874], [-73.9852661420596, 40.596743846319505], [-73.98574725796807, 40.59704049347067], [-73.98645717402141, 40.59747892630208], [-73.98719210847075, 40.59792604759248], [-73.98793938533895, 40.598372049378945], [-73.98865795669548, 40.59880069916263], [-73.98939449084237, 40.59925456961748], [-73.99015003215155, 40.599705024057776], [-73.99086378713947, 40.60013402897952], [-73.99159842611225, 40.60058036605473], [-73.99097171154969, 40.601184560392845], [-73.99038998474988, 40.60174340324398], [-73.98980757332926, 40.6023029106634], [-73.98922343893858, 40.60286567522342], [-73.9886900877298, 40.6034253066536], [-73.98806312972611, 40.60397945221712], [-73.9874799819328, 40.60453971291759], [-73.9868476264827, 40.605097236630385], [-73.9866438805088, 40.604043826739485], [-73.98645717442184, 40.603013095458365], [-73.98638523760637, 40.602640314960844], [-73.98630272432158, 40.60222860490967], [-73.98625104281649, 40.60195835150951], [-73.98605968666567, 40.60095774121912], [-73.98594205242215, 40.600321633867665], [-73.98587827134983, 40.59995860682714], [-73.98574706831648, 40.599312772143016], [-73.98566927519178, 40.59890879741062], [-73.98549063159696, 40.597929673240316]]]]}",7431.07792572,Brooklyn,Bensonhurst East
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87462484689819, 40.67238934626588], [-73.87459926173779, 40.672290063911966], [-73.87454100127815, 40.67206398436034], [-73.87452517204596, 40.67200255602561], [-73.87448530560323, 40.67184786007415], [-73.87447184426496, 40.6717956270776], [-73.87443350337256, 40.67164685119787], [-73.87441901067866, 40.67159061901234], [-73.87440981256101, 40.67155492517177], [-73.874334922837, 40.67126432336035], [-73.87429632350141, 40.6711145414718], [-73.8742879155615, 40.67108191659073], [-73.87423134628987, 40.67086239758476], [-73.87518101830989, 40.67072439179902], [-73.87610626503688, 40.67059162951005], [-73.87702774596264, 40.670459783526724], [-73.87794991038561, 40.6703270831978], [-73.87887144499042, 40.67019411414219], [-73.8792539694807, 40.671731760922725], [-73.87956799805136, 40.67298640050104], [-73.87988260293072, 40.67425552056972], [-73.87895987587902, 40.674384065851], [-73.8780359373261, 40.67451931127317], [-73.87711709251698, 40.67465472542882], [-73.87619215784365, 40.6747873517675], [-73.87527450818386, 40.67491882631281], [-73.87495739464072, 40.67365069994916], [-73.87462484689819, 40.67238934626588]]]]}",5622.86376522,Brooklyn,East New York
