pivot-metric,pivot-value,the_geom,trafdir,snow_pri,borocode,physicalid-l_high_hn
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00050986097234, 40.71098426944826], [-74.00062025062019, 40.71108198355321], [-74.00071409634558, 40.71119213351896], [-74.00078801360337, 40.711312107830345], [-74.0008396243496, 40.7114386563515], [-74.00086781530356, 40.71156815886219], [-74.0008727637329, 40.71169696781308]]]}",TW,H,1,109-415.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.9995526044864, 40.763075192296775], [-73.99937931101317, 40.763194463150136], [-73.9992208216015, 40.76332617028554], [-73.99907936138752, 40.763468637853265], [-73.99895667325781, 40.76361991274824]]]}",FT,C,1,198-0.0
shape_leng,240.328314925,"{'type': 'MultiLineString', 'coordinates': [[[-74.00754375933072, 40.715432824625346], [-74.0070972885244, 40.71599826551069]]]}",FT,C,1,151-192.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99440976235653, 40.77068507068018], [-73.99420752546703, 40.77150541873993]]]}",FT,C,1,182-nan
shape_leng,497.904492087,"{'type': 'MultiLineString', 'coordinates': [[[-74.01118994205468, 40.706278727518175], [-74.01142470631831, 40.70581802986001], [-74.0115498104063, 40.70495073496904]]]}",TF,H,1,52-59.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01208718758026, 40.70907811895355], [-74.01193492725311, 40.70930588333295]]]}",FT,H,1,79-102.0
shape_leng,244.997476885,"{'type': 'MultiLineString', 'coordinates': [[[-74.01231160768083, 40.70268653279639], [-74.01218311229, 40.702741276603625], [-74.01205204354203, 40.70279236510637], [-74.01191858089284, 40.702839728353425], [-74.01178290727775, 40.70288330134841], [-74.01164520826687, 40.702923024581494], [-74.01150567239777, 40.70295884366267]]]}",TW,C,1,115-20.0
shape_leng,279.965005818,"{'type': 'MultiLineString', 'coordinates': [[[-74.00676557713751, 40.70562379749236], [-74.00602039468583, 40.70614236277381]]]}",TW,C,1,123-154.0
shape_leng,218.330495297,"{'type': 'MultiLineString', 'coordinates': [[[-74.00984371599047, 40.73696752994005], [-74.00981442054704, 40.7375663786987]]]}",FT,C,1,229-487.0
shape_leng,210.271307427,"{'type': 'MultiLineString', 'coordinates': [[[-74.00113646757461, 40.71017596422536], [-74.00100325508991, 40.71035402976367], [-74.00090633637271, 40.71047783085379], [-74.00075289387976, 40.710673831694436]]]}",TW,H,1,108-389.0
shape_leng,366.643015291,"{'type': 'MultiLineString', 'coordinates': [[[-74.00156635613374, 40.71368306349681], [-74.00173689530186, 40.71378576394427], [-74.00259803769322, 40.714312726655315]]]}",FT,H,1,113-519.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99622237272236, 40.7673522186317], [-73.99574495408581, 40.76798999299133]]]}",FT,C,1,191-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0147422924871, 40.70983551791749], [-74.01487672259566, 40.7098352414587], [-74.01504575792599, 40.7098313202978]]]}",TF,S,1,57-nan
shape_leng,293.100272872,"{'type': 'MultiLineString', 'coordinates': [[[-74.01699521616094, 40.7058000436678], [-74.01793061274537, 40.70617486563979]]]}",FT,C,1,29-nan
shape_leng,615.118539612,"{'type': 'MultiLineString', 'coordinates': [[[-73.98521650669619, 40.78368310807819], [-73.98496058439454, 40.78404578876858], [-73.98416661216714, 40.78517093859282]]]}",FT,C,1,177-nan
shape_leng,227.113104994,"{'type': 'MultiLineString', 'coordinates': [[[-74.0070972885244, 40.71599826551069], [-74.00667419287026, 40.71653207704189]]]}",FT,C,1,152-208.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01438184521825, 40.70822414379349], [-74.01520160164192, 40.708456433170284]]]}",TF,H,1,136-39.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00729116852627, 40.75309914259302], [-74.0070256109346, 40.75379253019804]]]}",FT,C,1,211-0.0
shape_leng,381.08463002,"{'type': 'MultiLineString', 'coordinates': [[[-74.00795825631906, 40.749260791081596], [-74.00806127177302, 40.74945414976875], [-74.00814559236748, 40.74965357010671], [-74.00821036393826, 40.74985747611124], [-74.00825507746926, 40.75006417500013], [-74.00827951933162, 40.75027197362554]]]}",FT,C,1,215-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00676557713751, 40.70562379749236], [-74.00602039468583, 40.70614236277381]]]}",TW,C,1,123-154.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01296134424844, 40.70777032084529], [-74.01214432898097, 40.70899264549829]]]}",FT,H,1,77-94.0
shape_leng,380.630087028,"{'type': 'MultiLineString', 'coordinates': [[[-74.01150567239777, 40.70295884366267], [-74.01020028920429, 40.70328219200393]]]}",TW,C,1,117-38.0
shape_leng,259.579615452,"{'type': 'MultiLineString', 'coordinates': [[[-73.9995526044864, 40.763075192296775], [-73.99937931101317, 40.763194463150136], [-73.9992208216015, 40.76332617028554], [-73.99907936138752, 40.763468637853265], [-73.99895667325781, 40.76361991274824]]]}",FT,C,1,198-0.0
pre_direct,W,"{'type': 'MultiLineString', 'coordinates': [[[-74.01739796591468, 40.70845740994716], [-74.01814846679568, 40.70879516565625]]]}",TW,H,1,23-398.0
shape_leng,29.2351825075,"{'type': 'MultiLineString', 'coordinates': [[[-74.01086996931917, 40.726084713593615], [-74.01085597868205, 40.72616424802977]]]}",FT,C,1,243-nan
shape_leng,276.166623,"{'type': 'MultiLineString', 'coordinates': [[[-74.005287812919, 40.756308184173484], [-74.00480506713535, 40.75697137368663]]]}",FT,C,1,208-0.0
shape_leng,231.671965358,"{'type': 'MultiLineString', 'coordinates': [[[-74.00993583928073, 40.73875050106895], [-74.00993766150148, 40.738909216734676], [-74.00992279764942, 40.73906803652941], [-74.00989132755124, 40.739225445331414], [-74.00984362265525, 40.73937996232994]]]}",FT,C,1,227-nan
shape_leng,71.65608858,"{'type': 'MultiLineString', 'coordinates': [[[-74.0089875528631, 40.704084827772505], [-74.00878919300352, 40.704210902414125]]]}",TW,C,1,119-nan
shape_leng,160.657404448,"{'type': 'MultiLineString', 'coordinates': [[[-74.01157634422235, 40.70401945007067], [-74.01159382696616, 40.70357868401523]]]}",TW,C,1,46-99.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00162290743312, 40.70956043427792], [-74.00157615385477, 40.709620004022504]]]}",TW,H,1,102-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00794861212007, 40.7055461878137], [-74.00745217307546, 40.70605109297283]]]}",TF,C,1,90-169.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01332610865533, 40.70503078785608], [-74.01262946733641, 40.70500276104254]]]}",TF,C,1,138-13.0
shape_leng,258.439277768,"{'type': 'MultiLineString', 'coordinates': [[[-74.0078664338864, 40.74680348007818], [-74.0077171491585, 40.74750368608482]]]}",FT,C,1,219-0.0
shape_leng,337.923517582,"{'type': 'MultiLineString', 'coordinates': [[[-74.01282671055186, 40.702408626673964], [-74.01266346141553, 40.7018130098396], [-74.01255063481182, 40.70150569621567]]]}",TF,C,1,129-85.0
shape_leng,299.945326244,"{'type': 'MultiLineString', 'coordinates': [[[-74.01262946733641, 40.70500276104254], [-74.0115498104063, 40.70495073496904]]]}",TF,C,1,137-33.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01007533212791, 40.734225615466215], [-74.01004291133181, 40.73458937070711]]]}",FT,C,1,233-415.0
shape_leng,130.334846082,"{'type': 'MultiLineString', 'coordinates': [[[-74.0067809889086, 40.706723807556656], [-74.00645562008715, 40.70698201181704]]]}",TF,C,1,93-209.0
shape_leng,258.699756664,"{'type': 'MultiLineString', 'coordinates': [[[-74.00837173923539, 40.74396898132182], [-74.0082589089775, 40.74467384288739]]]}",FT,C,1,223-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00645562008715, 40.70698201181704], [-74.00595100486223, 40.707205735084045]]]}",TF,C,1,94-221.0
shape_leng,264.872648223,"{'type': 'MultiLineString', 'coordinates': [[[-74.01012167536024, 40.71208469638951], [-74.00966812264812, 40.71272457013371]]]}",FT,C,1,145-92.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00881270660075, 40.70601231098704], [-74.00794861212007, 40.7055461878137]]]}",FT,H,1,164-76.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00689991891616, 40.7048242435102], [-74.00629274599441, 40.70423376790571]]]}",FT,C,1,167-122.0
shape_leng,141.030685436,"{'type': 'MultiLineString', 'coordinates': [[[-74.01010480748744, 40.73383917083656], [-74.01007533212791, 40.734225615466215]]]}",FT,C,1,234-411.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01273066939913, 40.7171136291998], [-74.01268806175729, 40.71729809455264]]]}",FT,C,1,255-nan
shape_leng,265.333926285,"{'type': 'MultiLineString', 'coordinates': [[[-74.01123100601572, 40.71036686413972], [-74.0108007673076, 40.711017406995765]]]}",FT,C,1,143-38.0
shape_leng,267.00946861,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99472060757779, 40.76929257358072], [-73.99432811729537, 40.769846076676004]]]}",FT,S,1,187-0.0
shape_leng,175.070792629,"{'type': 'MultiLineString', 'coordinates': [[[-74.01282671055186, 40.702408626673964], [-74.01231160768083, 40.70268653279639]]]}",TW,C,1,116-4.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01326253180854, 40.70873106798991]]]}",TF,H,1,68-112.0
shape_leng,361.837299792,"{'type': 'MultiLineString', 'coordinates': [[[-74.00315984307318, 40.75923825343087], [-74.00284291607375, 40.75968622637695], [-74.00259193388094, 40.760034214844055], [-74.00253166830099, 40.76010885883833]]]}",FT,C,1,204-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00141934716292, 40.70981479577195], [-74.0012825859855, 40.70999405297033]]]}",TW,H,1,105-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.98521650669619, 40.78368310807819], [-73.98496058439454, 40.78404578876858], [-73.98416661216714, 40.78517093859282]]]}",FT,C,1,177-nan
shape_leng,244.023775571,"{'type': 'MultiLineString', 'coordinates': [[[-74.00437215011533, 40.71946672443137], [-74.00391758971028, 40.72004031154029]]]}",FT,C,1,158-320.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.005287812919, 40.756308184173484], [-74.00480506713535, 40.75697137368663]]]}",FT,C,1,208-0.0
shape_leng,244.710003881,"{'type': 'MultiLineString', 'coordinates': [[[-74.01793061274537, 40.70617486563979], [-74.01869417782103, 40.706511760458845]]]}",NV,,1,30-nan
shape_leng,240.235010282,"{'type': 'MultiLineString', 'coordinates': [[[-74.00838690878152, 40.714362293583214], [-74.00793943414322, 40.71492697262616]]]}",FT,C,1,149-152.0
shape_leng,262.242293735,"{'type': 'MultiLineString', 'coordinates': [[[-73.99804140885739, 40.764863136598045], [-73.99757475630608, 40.76548940089358]]]}",FT,H,1,195-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00981442054704, 40.7375663786987], [-74.00985368154595, 40.73814719403994], [-74.00990637998311, 40.73851809560782]]]}",FT,C,1,228-501.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01170249917278, 40.70775571315632], [-74.01125467663418, 40.70750763999125]]]}",NV,V,1,169-8.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00798545322678, 40.746087855458825], [-74.0078664338864, 40.74680348007818]]]}",FT,C,1,220-0.0
shape_leng,259.161189805,"{'type': 'MultiLineString', 'coordinates': [[[-74.0048448675, 40.7188530167363], [-74.00437215011533, 40.71946672443137]]]}",FT,C,1,157-300.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01125467663418, 40.70750763999125], [-74.01067628670197, 40.707116369075244]]]}",TW,V,1,162-20.0
shape_leng,181.489755193,"{'type': 'MultiLineString', 'coordinates': [[[-74.01213630770864, 40.692040643353], [-74.01240888960344, 40.692493526977486]]]}",TF,V,1,36-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00754375933072, 40.715432824625346], [-74.0070972885244, 40.71599826551069]]]}",FT,C,1,151-192.0
shape_leng,166.916872129,"{'type': 'MultiLineString', 'coordinates': [[[-74.01283896749439, 40.709709980376886], [-74.01266646989112, 40.710148920968756]]]}",TF,V,1,72-146.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.98274152393704, 40.788004638238064], [-73.98255332431934, 40.78849114113375], [-73.98234418773892, 40.78897311160589], [-73.98216972615832, 40.78933507320896], [-73.98211444550027, 40.78944976524043], [-73.98186443003219, 40.78992034559176], [-73.98159459082979, 40.79038412386699], [-73.98158504797253, 40.790400961295084], [-73.98153404058856, 40.79048896847274], [-73.98143128400096, 40.79064968675908], [-73.98123800016651, 40.79095199417497], [-73.98070206124079, 40.79173999638607], [-73.98056778636783, 40.79192060386592], [-73.98036006183955, 40.7922000042959], [-73.98023560726946, 40.792350222330896], [-73.9797152068036, 40.792978331538094], [-73.9795823545119, 40.793138678279995], [-73.97945700755352, 40.79328996527703], [-73.97866906031061, 40.794083018892415], [-73.97844371272363, 40.794276590632606], [-73.97841993911597, 40.79429701200396], [-73.97834289808706, 40.79436812833103], [-73.97833603634825, 40.794371881779185]]]}",FT,C,1,173-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01027197567741, 40.73200971900632], [-74.01023707839751, 40.73240086019474]]]}",FT,C,1,237-387.0
shape_leng,261.743037953,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99479662197211, 40.76933737724522], [-73.99453226315117, 40.76993286816401]]]}",FT,C,1,186-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00998418601552, 40.7051477331705], [-74.00902906502225, 40.70531013847116]]]}",FT,H,1,140-77.0
shape_leng,258.241404652,"{'type': 'MultiLineString', 'coordinates': [[[-74.00569066852002, 40.70637506246833], [-74.00500225478507, 40.70685251869731]]]}",TW,C,1,125-180.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00315984307318, 40.75923825343087], [-74.00284291607375, 40.75968622637695], [-74.00259193388094, 40.760034214844055], [-74.00253166830099, 40.76010885883833]]]}",FT,C,1,204-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.98687120791307, 40.78145267598638], [-73.9868200314508, 40.78151283200632], [-73.98679340457568, 40.78154413089683]]]}",FT,C,1,178-nan
shape_leng,292.855375837,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01326253180854, 40.70873106798991]]]}",TF,H,1,68-112.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01693786186667, 40.704813986597024], [-74.01704963744208, 40.70483662931336]]]}",TW,C,1,8-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01396029905284, 40.707111010591895], [-74.01359196892929, 40.707967342036326]]]}",TF,H,1,66-92.0
shape_leng,70.5841548372,"{'type': 'MultiLineString', 'coordinates': [[[-74.01567486061293, 40.70184224805438], [-74.01566642080466, 40.701929617153084], [-74.01564653147396, 40.70203466427218]]]}",FT,V,1,40-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0067809889086, 40.706723807556656], [-74.00645562008715, 40.70698201181704]]]}",TF,C,1,93-209.0
shape_leng,159.592403719,"{'type': 'MultiLineString', 'coordinates': [[[-74.01326253180854, 40.70873106798991], [-74.01308187710583, 40.709146980592976]]]}",TF,H,1,69-120.0
shape_leng,302.448730581,"{'type': 'MultiLineString', 'coordinates': [[[-73.99422912573793, 40.770610031583], [-73.99424199791461, 40.77070951746987], [-73.99423613661054, 40.77081258160249], [-73.99421016963889, 40.770916111953554], [-73.99416397380453, 40.77101670706366], [-73.99409872733925, 40.77111101243666], [-73.99401685898705, 40.771196063298866], [-73.99392173067238, 40.771269626676585], [-73.99381726222295, 40.771330329708086]]]}",FT,C,1,189-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0108007673076, 40.711017406995765], [-74.01046533974602, 40.71153454724642]]]}",FT,C,1,142-54.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00437215011533, 40.71946672443137], [-74.00391758971028, 40.72004031154029]]]}",FT,C,1,158-320.0
shape_leng,75.5171179915,"{'type': 'MultiLineString', 'coordinates': [[[-74.00141934716292, 40.70981479577195], [-74.0012825859855, 40.70999405297033]]]}",TW,H,1,105-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01118994205468, 40.706278727518175], [-74.01142470631831, 40.70581802986001], [-74.0115498104063, 40.70495073496904]]]}",TF,H,1,52-59.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00205785487437, 40.76072221978305], [-74.00162163509579, 40.76134698788215]]]}",FT,C,1,202-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01049611003593, 40.70380470056576], [-74.00945463868723, 40.70452785694512]]]}",TF,C,1,86-105.0
shape_leng,192.556033136,"{'type': 'MultiLineString', 'coordinates': [[[-73.98730772854314, 40.78104130328782], [-73.98687120791307, 40.78145267598638]]]}",FT,C,1,179-nan
shape_leng,238.46945087,"{'type': 'MultiLineString', 'coordinates': [[[-74.01135914238981, 40.72361797385921], [-74.01123470913308, 40.72426563244946]]]}",FT,C,1,248-279.0
shape_leng,48.1070970052,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159382696616, 40.70357868401523], [-74.01159675068892, 40.703446660083394]]]}",TW,H,1,45-0.0
shape_leng,241.736694684,"{'type': 'MultiLineString', 'coordinates': [[[-74.01739796591468, 40.70845740994716], [-74.01814846679568, 40.70879516565625]]]}",TW,H,1,23-398.0
shape_leng,261.856317526,"{'type': 'MultiLineString', 'coordinates': [[[-74.0070256109346, 40.75379253019804], [-74.00664649267765, 40.75445090308997]]]}",FT,C,1,210-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01193492725311, 40.70930588333295], [-74.01168546371265, 40.70969274309439]]]}",FT,C,1,80-116.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01163016792495, 40.722310028884515], [-74.01149590666552, 40.72297046746891]]]}",FT,C,1,250-263.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01183833471073, 40.692153796772445], [-74.0121181561437, 40.69260636521495]]]}",FT,V,1,43-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00883196127769, 40.71379594739111], [-74.00838690878152, 40.714362293583214]]]}",FT,C,1,148-138.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00795825631906, 40.749260791081596], [-74.00806127177302, 40.74945414976875], [-74.00814559236748, 40.74965357010671], [-74.00821036393826, 40.74985747611124], [-74.00825507746926, 40.75006417500013], [-74.00827951933162, 40.75027197362554]]]}",FT,C,1,215-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0010358752528, 40.761968351756735], [-74.00103326112597, 40.76197036141985], [-74.0002955726903, 40.76253746582068]]]}",FT,C,1,200-0.0
shape_leng,284.151072026,"{'type': 'MultiLineString', 'coordinates': [[[-74.0002955726903, 40.76253746582068], [-73.9995526044864, 40.763075192296775]]]}",FT,C,1,199-0.0
shape_leng,304.287822259,"{'type': 'MultiLineString', 'coordinates': [[[-74.01194691411979, 40.70745153141396], [-74.01296134424844, 40.70777032084529]]]}",TF,H,1,134-3.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00253166830099, 40.76010885883833], [-74.00237321851532, 40.76032243455831], [-74.00205785487437, 40.76072221978305]]]}",FT,C,1,203-0.0
shape_leng,242.519791603,"{'type': 'MultiLineString', 'coordinates': [[[-74.01438184521825, 40.70822414379349], [-74.01520160164192, 40.708456433170284]]]}",TF,H,1,136-39.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01438184521825, 40.70822414379349]]]}",TF,H,1,135-21.0
shape_leng,251.140848631,"{'type': 'MultiLineString', 'coordinates': [[[-74.00577729796854, 40.71767664665009], [-74.00532369793707, 40.71827334637825]]]}",FT,C,1,155-264.0
shape_leng,236.665780668,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00676557713751, 40.70562379749236]]]}",TW,C,1,122-132.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159382696616, 40.70357868401523], [-74.01159675068892, 40.703446660083394]]]}",TW,H,1,45-0.0
shape_leng,152.186450827,"{'type': 'MultiLineString', 'coordinates': [[[-74.01616698119132, 40.707904615235336], [-74.01662578576105, 40.70813393464956]]]}",TW,C,1,25-198.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00676557713751, 40.70562379749236]]]}",TW,C,1,122-132.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00745217307546, 40.70605109297283], [-74.00712975165223, 40.70637505436468]]]}",TF,C,1,91-185.0
shape_leng,378.292046321,"{'type': 'MultiLineString', 'coordinates': [[[-74.00842516151923, 40.686015531942594], [-74.00859065970282, 40.686242454014064], [-74.00859803329706, 40.686252563582435], [-74.0089685350419, 40.68696605714863]]]}",FT,V,1,44-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00827951933162, 40.75027197362554], [-74.00824770187701, 40.75045605813331], [-74.00820881875423, 40.750639356245486], [-74.00816290316953, 40.75082171115095], [-74.00810999434634, 40.751002966844226], [-74.00805013749209, 40.75118296828219], [-74.00798338375833, 40.75136156144709], [-74.00790979019932, 40.751538593547934], [-74.00782941972257, 40.75171391312812]]]}",FT,C,1,214-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01155838499058, 40.7047211575981], [-74.01156918149523, 40.70424893065878]]]}",TF,H,1,50-83.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01292127808581, 40.71639821593498], [-74.01273066939913, 40.7171136291998]]]}",FT,C,1,256-185.0
shape_leng,300.371374979,"{'type': 'MultiLineString', 'coordinates': [[[-74.00869902296354, 40.74236172346079], [-74.00851707994512, 40.74317447135778]]]}",FT,C,1,225-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01214432898097, 40.70899264549829], [-74.01208718758026, 40.70907811895355]]]}",FT,H,1,78-96.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99849707679952, 40.76424494093253], [-73.99804140885739, 40.764863136598045]]]}",FT,C,1,196-0.0
shape_leng,279.088214403,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159675068892, 40.703446660083394], [-74.01064454774598, 40.703695013770016]]]}",TF,C,1,84-71.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00869902296354, 40.74236172346079], [-74.00851707994512, 40.74317447135778]]]}",FT,C,1,225-0.0
shape_leng,806.950183023,"{'type': 'MultiLineString', 'coordinates': [[[-73.98366277920069, 40.785906028742474], [-73.98348066392018, 40.78622669846258], [-73.98331611492648, 40.78655312441142], [-73.98329333599285, 40.78660463041776], [-73.98316957191713, 40.78688447798047], [-73.98306677350438, 40.78714998514239], [-73.98275320200416, 40.787973952728024], [-73.98274152393704, 40.788004638238064]]]}",FT,C,1,174-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01067628670197, 40.707116369075244], [-74.01118994205468, 40.706278727518175]]]}",TF,H,1,53-19.0
shape_leng,297.443714053,"{'type': 'MultiLineString', 'coordinates': [[[-74.00405660228448, 40.70743678065677], [-74.00340211319343, 40.70808367448468]]]}",TW,C,1,98-285.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0078664338864, 40.74680348007818], [-74.0077171491585, 40.74750368608482]]]}",FT,C,1,219-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00860072436832, 40.685909564654835], [-74.00878590130911, 40.68614660179633], [-74.00913762518086, 40.686819031243694]]]}",TF,V,1,37-nan
shape_leng,270.949338145,"{'type': 'MultiLineString', 'coordinates': [[[-74.01048801492398, 40.729817690964204], [-74.01039726573508, 40.73055816948494]]]}",FT,C,1,240-361.0
shape_leng,390.89464021,"{'type': 'MultiLineString', 'coordinates': [[[-74.01049611003593, 40.70380470056576], [-74.00945463868723, 40.70452785694512]]]}",TF,C,1,86-105.0
shape_leng,283.682815875,"{'type': 'MultiLineString', 'coordinates': [[[-74.01257015313976, 40.70320684159133], [-74.01159675068892, 40.703446660083394]]]}",TF,C,1,83-51.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00480506713535, 40.75697137368663], [-74.00384100383815, 40.75829702486884]]]}",FT,C,1,207-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01064454774598, 40.703695013770016], [-74.01049611003593, 40.70380470056576]]]}",TF,C,1,85-73.0
