multipolygon,communityboard,site_name,nyssenate
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95264083168026, 40.5845538256237], [-73.95258643321726, 40.58424048846384], [-73.95192269990643, 40.58430869207677], [-73.95264083168026, 40.5845538256237]]]]}",315,Sixteen Lindens Triangle,23
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99780663616676, 40.57047408713347], [-73.9977989547369, 40.57035228560931], [-73.99773564703266, 40.570344851447395], [-73.99753232822296, 40.570307054936684], [-73.99749966193326, 40.57029889457533], [-73.99747826052095, 40.57028858670101], [-73.99746778363922, 40.57028243588631], [-73.99745346767784, 40.570274031872685], [-73.99743588466507, 40.57022060694871], [-73.99743521988572, 40.570218588857834], [-73.99741927504391, 40.57015972930056], [-73.99741069748785, 40.570143625923365], [-73.99740091635297, 40.570133412850886], [-73.99738529531867, 40.57013013728776], [-73.99737258963356, 40.570135370847886], [-73.99736778064258, 40.57014296306227], [-73.99736331400268, 40.57015343426202], [-73.99736811228905, 40.57017778456213], [-73.99739398606808, 40.57027159642019], [-73.99738543498931, 40.570272751599184], [-73.99733182570591, 40.57027999598879], [-73.99731324021239, 40.57028471970858], [-73.99722932150755, 40.57029030186926], [-73.99721121701391, 40.57031430852101], [-73.99720128228539, 40.570334181060005], [-73.99717979222005, 40.570354656666616], [-73.99716460268088, 40.570367419430205], [-73.99714552475552, 40.57037101475311], [-73.99698005673456, 40.570392364665956], [-73.99690957918483, 40.57039634311094], [-73.99679698872929, 40.57040174767794], [-73.99670959301879, 40.57041104942971], [-73.99661960656574, 40.570415933064254], [-73.99652389742683, 40.57041941613925], [-73.99610034941128, 40.57041764561779], [-73.99602371716426, 40.57041583113494], [-73.99591472509702, 40.570417557218576], [-73.99575296564969, 40.57042336964241], [-73.99565239617807, 40.570420758860976], [-73.9955944820719, 40.570410957144034], [-73.99555114517656, 40.570402611211364], [-73.99533104184523, 40.57034759662242], [-73.99528597762642, 40.57033516123645], [-73.99527233631281, 40.570325635825334], [-73.99526758626378, 40.570314464619976], [-73.99526511450846, 40.57029908175399], [-73.99524297733713, 40.570161605826264], [-73.99523609401479, 40.57010853041118], [-73.99523209639092, 40.57009511332656], [-73.99521891518845, 40.57005961229038], [-73.99521055474257, 40.5700370997228], [-73.99520400481953, 40.57002859039079], [-73.99518499952858, 40.57002375918071], [-73.99515879566404, 40.57003138822595], [-73.99513964532143, 40.57004006127206], [-73.99513467785611, 40.57004744446456], [-73.9951390148673, 40.570070395423016], [-73.99514112671096, 40.57008158363236], [-73.99516406664607, 40.57020308340436], [-73.995165338007, 40.570209817582175], [-73.9951782865441, 40.57027839398871], [-73.99517544174527, 40.570294259314736], [-73.99516021498583, 40.57031036996291], [-73.99512285176031, 40.57032807269964], [-73.99507134292834, 40.57033688123551], [-73.99496177373236, 40.57035112188345], [-73.99486689200943, 40.570360011265414], [-73.994776473353, 40.570363877644915], [-73.99459380064046, 40.570374299070934], [-73.9945582170113, 40.57037585709965], [-73.99451534116871, 40.570377734455725], [-73.9944452095727, 40.57038080637792], [-73.99446116501142, 40.570451801819104], [-73.99471671699537, 40.57162563791495], [-73.99471764606002, 40.571629903743], [-73.9951142103893, 40.57159535465469], [-73.99535720372432, 40.57157418439232], [-73.99541805211945, 40.571568882745204], [-73.99558899682157, 40.571553532789174], [-73.99581689383889, 40.57153306788559], [-73.99621415003939, 40.57154367003373], [-73.99625076034766, 40.57154464740319], [-73.9968765663839, 40.57156134564143], [-73.99701836489537, 40.57157698341822], [-73.99736594530404, 40.571615315542275], [-73.99788661991076, 40.57167273384805], [-73.9978849850768, 40.57164831969384], [-73.99787475942314, 40.57149565085641], [-73.99787142131117, 40.57144582386367], [-73.99786787427732, 40.57139288825557], [-73.99781354103874, 40.57058175940772], [-73.9978115427111, 40.570551928586816], [-73.99780663616676, 40.57047408713347]]]]}",313,Coney Island Beach Zone 7b,23
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99424820391394, 40.670575864555694], [-73.9939377518486, 40.67042621357743], [-73.99373836067385, 40.670664727807655], [-73.99356666006273, 40.670581979883195], [-73.99336747291024, 40.67082023863185], [-73.99384929371033, 40.671053128758956], [-73.99424820391394, 40.670575864555694]]]]}",306,Ennis Playground,26
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99499275136516, 40.57807408311146], [-73.99505433292296, 40.578392086963895], [-73.99570949069043, 40.578318766510435], [-73.99565150706785, 40.578001551102005], [-73.99556316583369, 40.578011208547316], [-73.99499275136516, 40.57807408311146]]]]}",313,Leon S Kaiser Playground,23
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96454467846301, 40.70742374152069], [-73.96477300531981, 40.70738394238455], [-73.96477277719399, 40.70738344973505], [-73.96476905686204, 40.70737875603206], [-73.96476275855697, 40.70737303855896], [-73.96472970295741, 40.707343894193215], [-73.96468831455952, 40.70730748103619], [-73.96464692739018, 40.70727106786447], [-73.96460554026655, 40.707234653777206], [-73.96458554397736, 40.70721706064091], [-73.96454467846301, 40.70742374152069]]]]}",301,Cohn Triangle,18
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96082329434068, 40.60784928743221], [-73.96080739692884, 40.60785396832714], [-73.96078935811448, 40.607859279755026], [-73.96082183832783, 40.607857855399466], [-73.9608270563374, 40.60785762484343], [-73.96084070161876, 40.607857026143684], [-73.96084064298503, 40.607844180182205], [-73.96082329434068, 40.60784928743221]]]]}",315,Sgt. Joyce Kilmer Square,22
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96928377127952, 40.574612693037736], [-73.96944757990646, 40.574582146803635], [-73.96948412537218, 40.57457533144211], [-73.97066201284244, 40.5743556743781], [-73.97091748197023, 40.57430803224982], [-73.9710371782981, 40.574287585462926], [-73.97103578306866, 40.57428596957022], [-73.97087327585155, 40.574097865646245], [-73.97083960433254, 40.57405822862225], [-73.97074549875221, 40.57394744828467], [-73.97073848496294, 40.573939191390046], [-73.97068029725467, 40.57387069166328], [-73.9696594867382, 40.57294746724924], [-73.96963251865338, 40.57292307571799], [-73.96958551431352, 40.57288056392414], [-73.969544255449, 40.5728172785312], [-73.96953565106004, 40.57280408086239], [-73.96953474943639, 40.572802693815355], [-73.96953005367983, 40.5727954640588], [-73.9695296677903, 40.5727948380918], [-73.96952955450165, 40.57279465435474], [-73.96951580645259, 40.57277235641916], [-73.96950792012393, 40.57275652040163], [-73.96942371102166, 40.57258743712591], [-73.96931159869267, 40.57235667030169], [-73.96928556437652, 40.57231846218713], [-73.9692755465603, 40.57231540312748], [-73.96926352325809, 40.57231539991112], [-73.96923746764712, 40.57232608936862], [-73.96922944405736, 40.57234442460343], [-73.96924344611688, 40.57239943780252], [-73.969353559801, 40.572617979537256], [-73.96937389843761, 40.57265116659273], [-73.96946339339928, 40.57279719697829], [-73.96946970094517, 40.57280748985022], [-73.96947770846478, 40.572824300270135], [-73.96947268946309, 40.57283959524774], [-73.96947168897788, 40.57284263515299], [-73.96942211073775, 40.5728636528189], [-73.969276194164, 40.57292551144574], [-73.96891589730606, 40.57303361435245], [-73.9685830700286, 40.57312871376524], [-73.96842528902737, 40.57315106835436], [-73.96834514367345, 40.573158577385165], [-73.96822617335904, 40.57316972455371], [-73.96819540771332, 40.573172606724086], [-73.96804907665955, 40.573186152332674], [-73.96787417471856, 40.57318168467966], [-73.96758950592098, 40.573199971818035], [-73.96757124872524, 40.573201144551824], [-73.9675612151491, 40.57319881296239], [-73.96753827620357, 40.573193480780176], [-73.96753235548529, 40.573192105806946], [-73.96752390349899, 40.573184366110496], [-73.9674614141767, 40.57301111540925], [-73.96745183795883, 40.572996067631664], [-73.96743098593204, 40.57298574441121], [-73.96741238237205, 40.57298530958513], [-73.96739377579644, 40.57299347206373], [-73.96737854835744, 40.57300808235457], [-73.96737825225043, 40.57303645329845], [-73.96738472209324, 40.57306203183558], [-73.96741287683005, 40.57312888306577], [-73.96744018947733, 40.57318627674064], [-73.96747145491399, 40.57322905691436], [-73.9674768070596, 40.57323636618685], [-73.9674751137111, 40.573240879136684], [-73.96746608965448, 40.57324382489892], [-73.96742618063551, 40.573256854086175], [-73.967386063717, 40.5732699507399], [-73.9673244614685, 40.57329005905849], [-73.96720018699686, 40.573310835666724], [-73.96720475816657, 40.57332122182137], [-73.96722330474516, 40.57336335905798], [-73.96791992800567, 40.5749100552839], [-73.96792243764108, 40.57491003797418], [-73.96832416810119, 40.57481541877474], [-73.96838443004167, 40.57480237056597], [-73.96911543062932, 40.57464408431288], [-73.96914831712155, 40.57463795157255], [-73.96928377127952, 40.574612693037736]]]]}",313,Coney Island Beach Zone 3b,23
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01803596139136, 40.60521237966403], [-74.01800554377593, 40.60522066473153], [-74.01795774500495, 40.605230608567666], [-74.01788387619459, 40.60526042915903], [-74.01777089251222, 40.605277007280414], [-74.01769701786039, 40.6052852989773], [-74.01762965998785, 40.60528696538874], [-74.0176448786828, 40.60532008424583], [-74.01767530954137, 40.60536148106039], [-74.01771226558562, 40.60542771775544], [-74.01775790255348, 40.6054542076669], [-74.01780788129211, 40.60546579235119], [-74.0178882764677, 40.60546412380696], [-74.0179208657293, 40.6054508702533], [-74.01793388950831, 40.605401186433724], [-74.0179621178773, 40.60533162752172], [-74.01800555181522, 40.60525047380375], [-74.01803596139136, 40.60521237966403]]]]}",310,Greenstreet,23
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00869209569818, 40.67223341785083], [-74.00880806388082, 40.6719983610545], [-74.00860009456824, 40.67193554694108], [-74.00869209569818, 40.67223341785083]]]]}",306,Todd Triangle,26
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97672233824761, 40.65451149896387], [-73.97705152755839, 40.65500864963334], [-73.9772368453069, 40.65493703952165], [-73.97690736188326, 40.65443944986731], [-73.97672233824761, 40.65451149896387]]]]}",307,Park,20
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.03762546246944, 40.63531188878844], [-74.03763057952884, 40.6353326359738], [-74.03763475100968, 40.63535351584465], [-74.03763796742767, 40.63537448067673], [-74.03764023587124, 40.63539552506467], [-74.0376415374071, 40.63541661479505], [-74.03764189093633, 40.63543773005017], [-74.0376412775265, 40.63545883841771], [-74.03763970661815, 40.635479912878864], [-74.03763827935961, 40.63549160748649], [-74.03763660970887, 40.63550527971323], [-74.03763241696068, 40.635530550550584], [-74.0376271472733, 40.63555570377212], [-74.03762080299508, 40.635580713261916], [-74.03761339238355, 40.635605551100944], [-74.03760491778752, 40.63563019207371], [-74.03759539219304, 40.63565460825969], [-74.0375848155838, 40.635678772643004], [-74.03757321986012, 40.635702659097944], [-74.03756059791804, 40.635726248715585], [-74.03754707967157, 40.635749339736904], [-74.03754698047436, 40.635749512668966], [-74.03752652752247, 40.63578200106698], [-74.03750474797506, 40.63581398560334], [-74.03748404551449, 40.63584217679823], [-74.03748165599538, 40.63584543025185], [-74.03745727520405, 40.6358762998838], [-74.03743162804778, 40.635906573779124], [-74.03740474051219, 40.63593621770883], [-74.03739166952043, 40.635949696425975], [-74.03737663621878, 40.635965197444655], [-74.03737648381501, 40.635965348781376], [-74.03738504371054, 40.63597036008847], [-74.03738835226055, 40.635972297830115], [-74.03738930533102, 40.635972855842], [-74.03741650450367, 40.63598878347938], [-74.03742565782187, 40.63599381530232], [-74.03743397042213, 40.6359983854319], [-74.03744744440462, 40.636005793216555], [-74.03744983176507, 40.63600710539573], [-74.03746644278327, 40.63601623665028], [-74.03754998252008, 40.63603864853221], [-74.03764796955585, 40.63606493505995], [-74.03771265113863, 40.636082287577146], [-74.03773485860273, 40.63603987665294], [-74.03782372539268, 40.635864984674264], [-74.0379100551475, 40.63570079072552], [-74.03791526011973, 40.635690895006725], [-74.03805236787825, 40.63541910098248], [-74.03810945703977, 40.635296661011], [-74.03811814712313, 40.63529786752759], [-74.03812910289506, 40.63527572283268], [-74.03813370174409, 40.635266428851246], [-74.03815552549771, 40.63522370098641], [-74.03818903151645, 40.63515810956085], [-74.03823217704479, 40.635073646343756], [-74.03833040113855, 40.63488079269041], [-74.03842836574809, 40.63468785978995], [-74.03851963380035, 40.6345078262807], [-74.03855275434317, 40.63444121188321], [-74.03860181517646, 40.634342536344526], [-74.03860936561689, 40.634327348354695], [-74.03869756002943, 40.63414643141903], [-74.03878541265189, 40.633966029624304], [-74.03887288412231, 40.63378552612892], [-74.0389599768044, 40.63360491552991], [-74.03903788950879, 40.63344281454963], [-74.03909103728515, 40.633331578761705], [-74.03911539514857, 40.633280600186666], [-74.0391970529568, 40.633108442620056], [-74.03922389789176, 40.6330518439325], [-74.03931908959711, 40.632852022206286], [-74.03934173145002, 40.63280413384914], [-74.03941365060805, 40.63265202050917], [-74.03950756320391, 40.63245184695331], [-74.03959886372364, 40.6322569080345], [-74.0396341157203, 40.63218053004384], [-74.03968898150987, 40.63206165336489], [-74.0397463214842, 40.63193556444351], [-74.03977791775425, 40.631866083847314], [-74.03978443266539, 40.631851664277406], [-74.03986768138422, 40.63166739907306], [-74.03995681555728, 40.63146855144902], [-74.04001202925119, 40.631344384834144], [-74.04004531082238, 40.631269540979964], [-74.04012542365004, 40.6310915163687], [-74.04020494850873, 40.63091333971583], [-74.04028389249773, 40.6307350164233], [-74.04037540949503, 40.63051282795341], [-74.04044260260999, 40.63033667982247], [-74.04044719322631, 40.63032464636568], [-74.04046070898123, 40.63028921517035], [-74.04048141700629, 40.63023224011244], [-74.04053539765398, 40.630083719110935], [-74.04017180965283, 40.63000722601155], [-74.04015636660533, 40.63004563136279], [-74.04013919287051, 40.630083613171294], [-74.04012030377888, 40.63012111739975], [-74.04011667547914, 40.63012763662655], [-74.04011008361475, 40.63013948255991], [-74.04009972294159, 40.63015810081413], [-74.04007747515466, 40.63019452468255], [-74.04005572155457, 40.63022724903994], [-74.04004216584157, 40.630247639723855], [-74.0400113052286, 40.63029052870675], [-74.04000459952647, 40.630299847815586], [-74.0399648210876, 40.630351093107706], [-74.03992682748385, 40.630396581645], [-74.03992286831262, 40.63040132155371], [-74.03987879554181, 40.63045048630531], [-74.03982581010136, 40.63050683667118], [-74.03976233990893, 40.630574338170085], [-74.03972805783425, 40.6306085103289], [-74.0396409130937, 40.63069537570457], [-74.03963952974802, 40.63069665942182], [-74.03954304981345, 40.63078617997045], [-74.03950913587961, 40.630817647676416], [-74.03947844961164, 40.63084457924783], [-74.03940141072627, 40.63091219236472], [-74.03937300679934, 40.630937121270655], [-74.0393287965797, 40.63097496632534], [-74.0392845792137, 40.63101280416109], [-74.03927059263421, 40.631024776843184], [-74.03924036889376, 40.63105064918146], [-74.039196151428, 40.63108848788343], [-74.03916208807318, 40.631117647505434], [-74.03915194100779, 40.63112633286947], [-74.03910772226347, 40.631164177841164], [-74.03906351292072, 40.63120201558834], [-74.03901743978248, 40.63124232857831], [-74.0390137396579, 40.63124556630089], [-74.03897136540236, 40.63128263434596], [-74.03895827554211, 40.6312940843844], [-74.03892529097071, 40.63132294729907], [-74.03892493064434, 40.631323261702356], [-74.03887921647927, 40.631363253029434], [-74.03880262782556, 40.63143071610252], [-74.03879181568647, 40.631440240042494], [-74.03870714731411, 40.631518974877395], [-74.03866636542733, 40.63155903920144], [-74.03862527161974, 40.631599409792244], [-74.03854734864429, 40.6316803458128], [-74.03854625358225, 40.63168148353595], [-74.0384714371028, 40.63175896587133], [-74.03842593923234, 40.63180608365438], [-74.03838299646134, 40.631850556641254], [-74.03833351023724, 40.631905681336114], [-74.03825420784075, 40.63199401988438], [-74.03822746180985, 40.63202381345881], [-74.03816532186143, 40.63209543529904], [-74.03807394733342, 40.63220075341829], [-74.03806463247649, 40.63221217058549], [-74.0379941968881, 40.63229850235997], [-74.03794797325003, 40.63235515849179], [-74.03794611877463, 40.63235743111419], [-74.03792697396962, 40.63238089776117], [-74.03777864184504, 40.6325676152495], [-74.03763644396867, 40.63275708522328], [-74.03759147063583, 40.63281854777162], [-74.03756483408156, 40.63285495096497], [-74.03750932029955, 40.632930818028335], [-74.03738454875995, 40.63310553239111], [-74.037375253649, 40.63311887390457], [-74.03726214354003, 40.633281215707484], [-74.0372616108722, 40.633281984923556], [-74.0372031750916, 40.63337181623387], [-74.03719672197862, 40.63338173664074], [-74.03713920721995, 40.633470143898634], [-74.03706310010496, 40.63359275884198], [-74.03702136885578, 40.63365999244461], [-74.03700175986559, 40.63369389069819], [-74.03698208000186, 40.63372791324274], [-74.0369452738012, 40.63379663379078], [-74.03693159634933, 40.63382434445936], [-74.03691098569358, 40.63386610365072], [-74.03689624446042, 40.63390252447806], [-74.03688314290278, 40.633939296880484], [-74.03687168691792, 40.63397639294049], [-74.03686189539188, 40.634013759521885], [-74.03685377185252, 40.63405135880213], [-74.0368473280987, 40.63408914665244], [-74.03684258302572, 40.63412708614564], [-74.03683952005427, 40.634165116952516], [-74.03683931004322, 40.634189384210586], [-74.03683994309499, 40.6342077005678], [-74.03684014850212, 40.63421363582387], [-74.03684201887648, 40.63423785919036], [-74.0368449294224, 40.63426201918706], [-74.03684887776694, 40.63428609780436], [-74.03685385561745, 40.63431005992451], [-74.03685986178601, 40.634333892940504], [-74.03686133213195, 40.63433794210382], [-74.03686681219723, 40.6343530447548], [-74.03687456394489, 40.63437201620776], [-74.03688310992789, 40.63439079019175], [-74.03689244422557, 40.63440934689702], [-74.03690254909371, 40.634427661114536], [-74.03691341271086, 40.63444573014635], [-74.03692503978674, 40.63446351977102], [-74.03693740312565, 40.634481013787635], [-74.03694058043438, 40.634485183971606], [-74.03695049681114, 40.63449820049117], [-74.03696430191683, 40.63451505467296], [-74.03697881489488, 40.63453157273171], [-74.03699401208695, 40.634547723156736], [-74.03703103196177, 40.63458435516511], [-74.03706805188125, 40.63462099436558], [-74.03707694702727, 40.63462979587322], [-74.03710508011528, 40.634657632650764], [-74.03714210011609, 40.634694271827115], [-74.03725289659113, 40.634805999412634], [-74.03736837520661, 40.63491493375933], [-74.03739717378343, 40.63494442540251], [-74.03742484031658, 40.634974537864494], [-74.03745135942032, 40.635005238732404], [-74.03747670862639, 40.63503651360611], [-74.03750087490836, 40.63506832196723], [-74.03751848938016, 40.6350923600809], [-74.03753507806415, 40.6351168127654], [-74.03755064567707, 40.635141661108825], [-74.03756515319068, 40.635166870904584], [-74.03757860650309, 40.63519242233968], [-74.03759097367929, 40.63521828300624], [-74.03759352318436, 40.635224194080514], [-74.03760225352794, 40.63524443849676], [-74.03761242356987, 40.63527085549967], [-74.03761940929606, 40.635291286892674], [-74.03762546246944, 40.63531188878844]], [[-74.03984764631394, 40.63095064655164], [-74.03984769359793, 40.630950653739376], [-74.03986808007484, 40.630955696785584], [-74.03986811672256, 40.630955706678634], [-74.03988708164962, 40.63096337072613], [-74.0399039511214, 40.63097336964435], [-74.03990403625609, 40.630973421844914], [-74.03991844727827, 40.6309855495418], [-74.03991853480069, 40.63098564136438], [-74.03992465565744, 40.630992396737504], [-74.03992472071236, 40.63099247235853], [-74.03993339105251, 40.63100502348989], [-74.03993341471555, 40.63100506220397], [-74.03993952302598, 40.63101849853478], [-74.03993954197453, 40.63101855976355], [-74.03994289649336, 40.631032417593325], [-74.0399429119051, 40.631032494132114], [-74.03994360767683, 40.63104363691865], [-74.03994361009852, 40.6310437332734], [-74.03994256712134, 40.63105481722968], [-74.03994254829243, 40.63105495591623], [-74.03994252237045, 40.63105509280416], [-74.03994086482928, 40.63106234976606], [-74.03992066500638, 40.63113426506368], [-74.03992058243743, 40.63113455055702], [-74.03989782338901, 40.63120620198582], [-74.03989778681442, 40.63120631456342], [-74.03984801015099, 40.6313402642856], [-74.03984799480764, 40.63134030211272], [-74.03984778942413, 40.6313407785587], [-74.03978943209081, 40.631472214275064], [-74.03973850729327, 40.63156449100495], [-74.03973840692858, 40.63156466844196], [-74.03968194792698, 40.631655100993534], [-74.03968186054001, 40.63165523790262], [-74.03960827984011, 40.631759313791086], [-74.03960822078841, 40.63175939575873], [-74.0395273886734, 40.63186022141581], [-74.03952727528277, 40.63186036013477], [-74.03943926968336, 40.63195783285929], [-74.03941075082844, 40.631983029265285], [-74.03941071184175, 40.63198306259787], [-74.03937689629188, 40.632004116620536], [-74.03937685139084, 40.63200414275093], [-74.03933874939659, 40.63202042547741], [-74.03933871276327, 40.632020440798776], [-74.03929860755024, 40.632031228327364], [-74.03929854727669, 40.63203124365678], [-74.03925675100771, 40.63203671057962], [-74.0392565678081, 40.63203673135413], [-74.03921397283277, 40.632036743187584], [-74.03921391372795, 40.6320367360036], [-74.03917197865329, 40.632031282344215], [-74.0391318087524, 40.6320205032976], [-74.03913176500743, 40.63202048530211], [-74.03909459450556, 40.632004716344184], [-74.03909455075585, 40.63200469024403], [-74.03906140353715, 40.63198436958277], [-74.03903320544597, 40.63196005612988], [-74.03903317114396, 40.63196001561817], [-74.03901078430411, 40.631932460117994], [-74.03899480250234, 40.63190238458899], [-74.038994789475, 40.63190234136848], [-74.03898570496716, 40.631870682186666], [-74.03898570140225, 40.63187064976916], [-74.03898375581016, 40.631838265049176], [-74.03898376052031, 40.631838234429935], [-74.0389890146643, 40.63180606249277], [-74.0389890323665, 40.631806014759235], [-74.0390013260331, 40.63177499670101], [-74.0390596947284, 40.63167198718208], [-74.03905975613735, 40.631671892606704], [-74.0391253518077, 40.63157155604118], [-74.03912544629195, 40.631571426334226], [-74.03919810002645, 40.631474001404996], [-74.03919820751295, 40.63147387259408], [-74.03927772204723, 40.631379616003265], [-74.03927781654733, 40.63137951421227], [-74.03934368340639, 40.631309157520334], [-74.03943094754375, 40.63122030668968], [-74.03943105150368, 40.631220212099485], [-74.03952457167976, 40.63113529702292], [-74.03952472880788, 40.631135166393534], [-74.03962426400916, 40.63105439065629], [-74.03962437624995, 40.63105430867034], [-74.03972971736025, 40.630977839825775], [-74.03974575407025, 40.630966953306164], [-74.0397640107331, 40.63095834523138], [-74.03976404854939, 40.63095833261103], [-74.03978394969404, 40.63095226883243], [-74.0397840005138, 40.630952258909154], [-74.03980496706632, 40.63094890802357], [-74.03980502143636, 40.630948905303164], [-74.03982642936462, 40.630948363881714], [-74.03984764631394, 40.63095064655164]]]]}",310,Shore Road Park Zone 2,26
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.02263251784636, 40.6196339417747], [-74.02252324224143, 40.61977752151482], [-74.02240177421223, 40.61993711928234], [-74.02233384244273, 40.62002637498055], [-74.02233669706374, 40.6200280962211], [-74.02270181621721, 40.61954836155108], [-74.02269896515146, 40.61954663671676], [-74.02263251784636, 40.6196339417747]]]]}",310,Park,26
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.03571621333731, 40.62693370704274], [-74.03616436902067, 40.62703729873128], [-74.03664521091356, 40.62582968793758], [-74.0366425593279, 40.62582863247278], [-74.03619722311123, 40.625725692825604], [-74.03571621333731, 40.62693370704274]]]]}",310,Russell Pedersen Playground,26
