shape_leng,the_geom
1129.58160328,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10740251447096, 40.620001213211225], [-74.10770635239501, 40.61969949782812], [-74.10910806181509, 40.62029623918699], [-74.10848246623883, 40.62051715254436], [-74.10740251447096, 40.620001213211225]]]]}"
1764.93985834,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.05533793604107, 40.60458924383807], [-74.0559531178715, 40.60414839354689], [-74.05616612231508, 40.60433146412627], [-74.05631793439208, 40.6043012674341], [-74.05698927746089, 40.60476095012991], [-74.05743531348583, 40.60541687553959], [-74.05694178642109, 40.605794026189216], [-74.05685302720514, 40.6059029342077], [-74.05533793604107, 40.60458924383807]]]]}"
1278.93296175,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10185567588566, 40.58166310059013], [-74.10271683507953, 40.58092105904655], [-74.10349525567204, 40.581339445868586], [-74.1025574430659, 40.582142366348165], [-74.10185567588566, 40.58166310059013]]]]}"
697.24494576,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16168983871866, 40.6322282616612], [-74.16168469824811, 40.63251918561044], [-74.16168420595415, 40.632547073994594], [-74.1616837675272, 40.63257187323825], [-74.16087144060049, 40.632554695552614], [-74.16088958976395, 40.63221377841083], [-74.16168983871866, 40.6322282616612]]]]}"
1648.48064437,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11122310674767, 40.61341206722989], [-74.11319664865728, 40.61305064326275], [-74.11337449505808, 40.613804464984895], [-74.11145358483078, 40.61410739776324], [-74.11122310674767, 40.61341206722989]]]]}"
1436.41017105,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13418513192617, 40.61536161603914], [-74.13359044251396, 40.6148290200889], [-74.13328035911051, 40.61454336500606], [-74.1336670404321, 40.61434519733888], [-74.13460681421967, 40.6144344325415], [-74.13456052846823, 40.61482209811627], [-74.13492076286589, 40.6148759053586], [-74.13472520784416, 40.61552905753155], [-74.1346073926438, 40.61552433285507], [-74.1346071325547, 40.61552432495071], [-74.13460688470141, 40.615524279673025], [-74.13448953549502, 40.615504453091894], [-74.13448926302064, 40.615504408345345], [-74.13448902654625, 40.615504336752046], [-74.13437688241733, 40.61546956338817], [-74.13437664594318, 40.61546949179463], [-74.13437640939485, 40.61546938334479], [-74.13427421186076, 40.61542114550061], [-74.13427399907448, 40.61542104640443], [-74.13427380931728, 40.61542092030917], [-74.13418513192617, 40.61536161603914]]]]}"
1560.8338028,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15853876139944, 40.56054573622326], [-74.1594896124649, 40.56041918389751], [-74.16005640646905, 40.561705500244585], [-74.15915791685175, 40.56193583351185], [-74.15853876139944, 40.56054573622326]]]]}"
2205.55875231,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07990750492449, 40.6429733485206], [-74.0791223401088, 40.641944319286296], [-74.07965266950632, 40.64185535155284], [-74.08055489346589, 40.641691503773515], [-74.08065492460688, 40.64205861084457], [-74.08068718054398, 40.64214191336056], [-74.08073714297731, 40.64222237572369], [-74.08080393207962, 40.64229677461142], [-74.08088533513236, 40.64236217611714], [-74.08097807290245, 40.642416340150724], [-74.08107817243365, 40.64245790915495], [-74.0811321476206, 40.642542043251794], [-74.08117183629973, 40.642631490856274], [-74.0811960899517, 40.642724092179385], [-74.08120449066524, 40.642817514357006], [-74.08121910422496, 40.642945233764486], [-74.08125524485547, 40.64307205525238], [-74.08131254242994, 40.643194828019524], [-74.0813896223428, 40.643310562289564], [-74.08148413852007, 40.64341663954046], [-74.08059428057037, 40.64384189711138], [-74.07990750492449, 40.6429733485206]]]]}"
1175.70786349,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15794004000921, 40.636817024444795], [-74.15799408646971, 40.63582880883029], [-74.15883710620655, 40.63585151053883], [-74.15875927923926, 40.636820965351816], [-74.15794004000921, 40.636817024444795]]]]}"
1255.09324807,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15304685581157, 40.54697121528083], [-74.1537679380098, 40.54655763045171], [-74.1546290036158, 40.54742797765953], [-74.15386411308016, 40.54775188031373], [-74.15304685581157, 40.54697121528083]]]]}"
1525.03847366,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13033008274148, 40.62938433962146], [-74.13056374557041, 40.628707729655986], [-74.13069219573592, 40.62833690171089], [-74.13201846711762, 40.62886665809204], [-74.13174428238939, 40.62968388804106], [-74.13033008274148, 40.62938433962146]]]]}"
1553.39762943,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13831079838563, 40.57198435299798], [-74.14009341710505, 40.57178060092454], [-74.1402400878657, 40.57252737211904], [-74.1384659707023, 40.572739887373096], [-74.13831079838563, 40.57198435299798]]]]}"
2143.74832283,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.17809649103758, 40.54535381386601], [-74.17922003426301, 40.543997202875424], [-74.17965928481026, 40.54346682491828], [-74.18043940979669, 40.543935489073036], [-74.17888317529462, 40.5457551365458], [-74.17809649103758, 40.54535381386601]]]]}"
1403.04426921,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10051992505039, 40.57798410424303], [-74.10112039147626, 40.57730944487244], [-74.10142911603006, 40.577480353132344], [-74.10231607318909, 40.57794424617618], [-74.10167004284139, 40.57862378833819], [-74.10051992505039, 40.57798410424303]]]]}"
586.29545973,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.21853904083979, 40.55161908165562], [-74.21863651305624, 40.55203130283833], [-74.21797446202558, 40.55213791401652], [-74.21853904083979, 40.55161908165562]]]]}"
1667.76952354,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15223455657237, 40.56495063590464], [-74.15294289455183, 40.56451532597253], [-74.15346289627443, 40.56507760620343], [-74.15416347420678, 40.56583667647718], [-74.15357985597261, 40.56625318613565], [-74.15223455657237, 40.56495063590464]]]]}"
2570.62855265,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.18023213294569, 40.53301512522694], [-74.18075336303754, 40.53377969321178], [-74.18195944094302, 40.535548751384724], [-74.1811938843873, 40.535815275733], [-74.17939519711179, 40.53331420504484], [-74.18023213294569, 40.53301512522694]]]]}"
1793.00815846,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.17134315727772, 40.55774600610381], [-74.17126866624838, 40.557432409212126], [-74.17384790100726, 40.557104560892164], [-74.17322470473681, 40.55771723088493], [-74.17303210343232, 40.55790657844439], [-74.17207390500609, 40.558039854194064], [-74.17199918155787, 40.55769699128689], [-74.17186191713067, 40.55771219993019], [-74.17134315727772, 40.55774600610381]]]]}"
2721.32950311,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10826014711392, 40.6136841242266], [-74.10904270812162, 40.61338772559292], [-74.11042000122048, 40.612034232005044], [-74.1112129218552, 40.612370190934435], [-74.11102350868653, 40.612751195239674], [-74.10991121083593, 40.612958042651385], [-74.10956120568332, 40.61371839927436], [-74.10935747842576, 40.61454560569343], [-74.10885021001384, 40.614655238859], [-74.10826014711392, 40.6136841242266]]]]}"
526.230819828,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13080319465527, 40.59884208637055], [-74.13072114144943, 40.59857485969283], [-74.13123935852082, 40.598309748759746], [-74.1311446323828, 40.598405889245385], [-74.13106374523039, 40.59851042401048], [-74.13099847667208, 40.59862154207356], [-74.13095007654749, 40.5987371516058], [-74.1309190942569, 40.59885504865663], [-74.13080319465527, 40.59884208637055]]]]}"
1297.88524611,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09085488231011, 40.592048946271674], [-74.0902424118057, 40.59173403863225], [-74.09075425643316, 40.59115987609454], [-74.0918529482932, 40.59173473502382], [-74.0920079010413, 40.59181310023908], [-74.0913402064718, 40.59229678155485], [-74.09085488231011, 40.592048946271674]]]]}"
2237.77457689,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10386985493751, 40.567500649519296], [-74.10562331814526, 40.56553595904514], [-74.10639098792997, 40.565949149505464], [-74.1046693154811, 40.56787712745864], [-74.10386985493751, 40.567500649519296]]]]}"
1402.13736891,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15346289627443, 40.56507760620343], [-74.15476681319527, 40.56443986813441], [-74.1551131049327, 40.56494054523842], [-74.15502927887161, 40.56509341371708], [-74.15492589723794, 40.56524125748227], [-74.15480383017025, 40.56538194097718], [-74.15466447730945, 40.56551344318701], [-74.15450973579769, 40.56563398015142], [-74.1543418695668, 40.565742097119745], [-74.15416347420678, 40.56583667647718], [-74.15346289627443, 40.56507760620343]]]]}"
2312.69658783,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0925188352622, 40.644358608250606], [-74.09243687944388, 40.64408248439985], [-74.09305031971078, 40.64391815890943], [-74.09367129886041, 40.64376973551948], [-74.0942987404306, 40.643637485550116], [-74.0949315472638, 40.64352164501229], [-74.09556861906647, 40.64342239281553], [-74.09576852981814, 40.64411279829426], [-74.09513252331655, 40.64420947495429], [-74.09450056937806, 40.64432236319418], [-74.09387374348466, 40.64445129902915], [-74.09325309621516, 40.64459606725375], [-74.09263964467715, 40.644756405133116], [-74.0925188352622, 40.644358608250606]]]]}"
2508.94793591,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07920577013245, 40.64343078374571], [-74.07913504647637, 40.643337899548115], [-74.07990750492449, 40.6429733485206], [-74.08059428057037, 40.64384189711138], [-74.08080887756903, 40.64411544995415], [-74.08194265521044, 40.64402808104197], [-74.0820726845645, 40.644207605437934], [-74.08237118148979, 40.644645079984386], [-74.08028198256949, 40.64479321566106], [-74.07920577013245, 40.64343078374571]]]]}"
1565.03410863,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1216663634852, 40.56708846008519], [-74.12220901025059, 40.56649078984152], [-74.12368195749251, 40.56738253538173], [-74.12309281139872, 40.567966366957094], [-74.1216663634852, 40.56708846008519]]]]}"
1942.55675934,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10061310938735, 40.58271119102472], [-74.10122884856003, 40.58218848910724], [-74.10315727362091, 40.583522729674186], [-74.10249696103791, 40.58401503298069], [-74.10061310938735, 40.58271119102472]]]]}"
753.251017632,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08432821290546, 40.60187268329403], [-74.0838380251054, 40.60192576788362], [-74.08357035203244, 40.60131435482257], [-74.08391909280799, 40.60118880176393], [-74.08432821290546, 40.60187268329403]]]]}"
1586.3961903,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0666138432859, 40.59652552211636], [-74.06712733029818, 40.5963129339454], [-74.06752831133402, 40.596146264908995], [-74.06835146410754, 40.59742112491708], [-74.06739691456526, 40.597733999026666], [-74.0666138432859, 40.59652552211636]]]]}"
2020.98193698,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13423444488309, 40.634842115515596], [-74.13309730837996, 40.634253236529894], [-74.13357209291847, 40.63349824840325], [-74.13567401697027, 40.634613836769695], [-74.13555427419956, 40.63480019674255], [-74.13521377496717, 40.63534519652788], [-74.13423444488309, 40.634842115515596]]]]}"
2026.93237015,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.12565118285248, 40.63719788561313], [-74.12535839370878, 40.6353324995906], [-74.12631986943981, 40.63525232773677], [-74.12688872731624, 40.63721008809411], [-74.12565118285248, 40.63719788561313]]]]}"
2343.73144146,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09958793333587, 40.63488274551913], [-74.1026898303855, 40.63543451230305], [-74.1028523467932, 40.63619735861248], [-74.09971032243048, 40.635656834674236], [-74.09958793333587, 40.63488274551913]]]]}"
1441.72919297,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13585840629831, 40.602232022106165], [-74.13589267117649, 40.60099654539856], [-74.13679565701541, 40.60092409825201], [-74.13674029804507, 40.60201088006858], [-74.13668852290645, 40.60209609462778], [-74.13661972523118, 40.60217694499015], [-74.13653502203846, 40.602250554660216], [-74.13643662771199, 40.60231431187283], [-74.13632768278649, 40.60236619380461], [-74.13621191690211, 40.602404936687726], [-74.13609324003359, 40.6024301751812], [-74.13585840629831, 40.602232022106165]]]]}"
2330.58656521,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.24520714326168, 40.50683457571362], [-74.24607932224798, 40.506657628294576], [-74.24690264949682, 40.50904526081535], [-74.24605754709228, 40.509297217142574], [-74.24520714326168, 40.50683457571362]]]]}"
3415.26608945,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10611528493232, 40.62299584792881], [-74.10603910115431, 40.622340411746926], [-74.10601561615843, 40.622138339128284], [-74.10682298109421, 40.62179419506245], [-74.10686431979448, 40.62205121096023], [-74.10688038732131, 40.62215110874332], [-74.10720961395482, 40.62419774026259], [-74.10750980154076, 40.62588767293531], [-74.10666674657232, 40.62599657611134], [-74.10636138800625, 40.62428261823546], [-74.10611528493232, 40.62299584792881]]]]}"
2614.52945498,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.17888317529462, 40.5457551365458], [-74.18043940979669, 40.543935489073036], [-74.18121998979372, 40.54432860108227], [-74.18199273250984, 40.54471435423546], [-74.18121934117525, 40.545660843926974], [-74.18042962020573, 40.54653105312558], [-74.17888317529462, 40.5457551365458]]]]}"
1374.53089231,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0761505116691, 40.64352199053121], [-74.07619359263462, 40.64350123219426], [-74.07704028474782, 40.64312357513875], [-74.07776500918783, 40.644073782922845], [-74.0769199194524, 40.64444243803673], [-74.0768543962611, 40.6444697852913], [-74.0761505116691, 40.64352199053121]]]]}"
2322.71285364,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15044412702427, 40.58526810664483], [-74.15076127258828, 40.58499992097805], [-74.15107105815905, 40.58473257069445], [-74.1536842943898, 40.58611902075246], [-74.1531214387555, 40.58671066943217], [-74.15044412702427, 40.58526810664483]]]]}"
1214.39167244,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07009023320578, 40.6102486108998], [-74.07111070307944, 40.60972107063274], [-74.07163619721098, 40.61033165901692], [-74.07061992438017, 40.610855067054196], [-74.07009023320578, 40.6102486108998]]]]}"
1286.15303751,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14219077344518, 40.62471404897358], [-74.14231580413272, 40.623671774931054], [-74.14321181623161, 40.62374014673461], [-74.14307456258697, 40.624846409908336], [-74.14219077344518, 40.62471404897358]]]]}"
1059.21100519,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07568159063325, 40.61258953715144], [-74.07580042599146, 40.61250202731047], [-74.07591001168738, 40.61240722873958], [-74.07600923924352, 40.612306026248596], [-74.07609719905713, 40.61219941843655], [-74.07694835576851, 40.61261491054998], [-74.07640915243178, 40.61325851235452], [-74.07568159063325, 40.61258953715144]]]]}"
1981.59732601,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13357209291847, 40.63349824840325], [-74.13404301047247, 40.632794556205695], [-74.13611540053355, 40.63396006859903], [-74.13567401697027, 40.634613836769695], [-74.13357209291847, 40.63349824840325]]]]}"
1450.16148747,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14009341710505, 40.57178060092454], [-74.14168750188584, 40.57158903124217], [-74.14184764649323, 40.57233261396772], [-74.14110631340857, 40.572422552633086], [-74.1402400878657, 40.57252737211904], [-74.14009341710505, 40.57178060092454]]]]}"
1188.86168209,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1379263836048, 40.62024729147563], [-74.13819132211857, 40.619266359489075], [-74.13900214120522, 40.619394643136914], [-74.13873783679756, 40.62037370258315], [-74.1379263836048, 40.62024729147563]]]]}"
1378.78485249,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.19140863764913, 40.5455980421339], [-74.1924734425763, 40.5453013306056], [-74.19273857776729, 40.546140016633686], [-74.19226855894095, 40.5464338181766], [-74.19183348356324, 40.54671196669266], [-74.19152129442249, 40.545936822306246], [-74.19140863764913, 40.5455980421339]]]]}"
1044.69695507,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10740251447096, 40.620001213211225], [-74.10848246623883, 40.62051715254436], [-74.10766343594064, 40.620780694295114], [-74.10693105068908, 40.62043105765351], [-74.10740251447096, 40.620001213211225]]]]}"
2173.919538,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13021673215789, 40.61253745133574], [-74.13002522825462, 40.61042468318914], [-74.13110688606294, 40.610337139960606], [-74.13130711437734, 40.6125187682862], [-74.13094771696439, 40.612539953733176], [-74.13071879213072, 40.61255784573449], [-74.13021673215789, 40.61253745133574]]]]}"
1751.45391818,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10803918493907, 40.62410409253639], [-74.10892913583548, 40.623996846468145], [-74.1092347442854, 40.62570079274471], [-74.10834670173756, 40.625804561609094], [-74.10803918493907, 40.62410409253639]]]]}"
1729.95360222,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09291619219165, 40.591448324214646], [-74.09355125522467, 40.590933906386915], [-74.09530178800698, 40.591859791881184], [-74.09479453627598, 40.592424767649966], [-74.09291619219165, 40.591448324214646]]]]}"
2325.67100214,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09263964467715, 40.644756405133116], [-74.09325309621516, 40.64459606725375], [-74.09387374348466, 40.64445129902915], [-74.09450056937806, 40.64432236319418], [-74.09513252331655, 40.64420947495429], [-74.09576852981814, 40.64411279829426], [-74.09596787632249, 40.644810957901065], [-74.09533684838978, 40.64491365517647], [-74.09470994468018, 40.645031609944304], [-74.09408809404545, 40.64516467710165], [-74.09347225805162, 40.64531265725925], [-74.0928633302393, 40.64547528827929], [-74.09263964467715, 40.644756405133116]]]]}"
1180.08032245,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.18097937061324, 40.55740707201638], [-74.18114812777867, 40.55724178391116], [-74.18153822140434, 40.556818055484285], [-74.18199413363469, 40.55635085105178], [-74.18207005987935, 40.55639284879882], [-74.18236245039097, 40.55657764997247], [-74.18176159395924, 40.557238770303066], [-74.18136670209256, 40.55755221173491], [-74.18107139307077, 40.557441552269566], [-74.18097937061324, 40.55740707201638]]]]}"
1395.15099388,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10495831319317, 40.57709965591959], [-74.10585717985643, 40.576212876054285], [-74.10667025312975, 40.57656595795827], [-74.10608202029282, 40.577125486171184], [-74.10559988905946, 40.57757747108554], [-74.10532592012058, 40.57728487277734], [-74.10495831319317, 40.57709965591959]]]]}"
1707.38479876,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09507144387963, 40.58720340120898], [-74.09592290514696, 40.586531551472504], [-74.09747775949029, 40.58729726426365], [-74.09656099518293, 40.587970675743776], [-74.09507144387963, 40.58720340120898]]]]}"
3377.83271664,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11666642606312, 40.631710102464936], [-74.11650496443922, 40.63075571401723], [-74.11823168779084, 40.630630021810106], [-74.11990301020225, 40.63017124104121], [-74.120224752755, 40.63093646412582], [-74.12043693304324, 40.63224001564192], [-74.11916660615528, 40.63239149190163], [-74.11900429789203, 40.63166177347328], [-74.11838716813968, 40.63157021194762], [-74.11666642606312, 40.631710102464936]]]]}"
1705.53276841,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16741722331369, 40.549881346873754], [-74.16952674373408, 40.549602230653385], [-74.1696847325522, 40.55030250930076], [-74.16757223410502, 40.550574734330525], [-74.16741722331369, 40.549881346873754]]]]}"
1289.86450866,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08494203326822, 40.60989300206131], [-74.08580192180145, 40.60904672845604], [-74.08652806583166, 40.60947510239425], [-74.08567004844197, 40.61032124497507], [-74.08494203326822, 40.60989300206131]]]]}"
1422.68478476,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07644560345784, 40.63499655583389], [-74.07762740027849, 40.63471585493087], [-74.07845483918645, 40.63486397798637], [-74.07830374798733, 40.635287153340705], [-74.0768777372679, 40.63564899981949], [-74.07644560345784, 40.63499655583389]]]]}"
1500.32648319,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16252750272834, 40.541502706961296], [-74.16332130783718, 40.54115526381041], [-74.16433012803827, 40.542234629431036], [-74.16397551823779, 40.54243261388879], [-74.16359221522823, 40.54264214595149], [-74.16252750272834, 40.541502706961296]]]]}"
2013.00717703,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15666990952525, 40.62024650871783], [-74.15686426165729, 40.61947877341582], [-74.15941014104614, 40.61986704371273], [-74.15921098756237, 40.62064120131346], [-74.15666990952525, 40.62024650871783]]]]}"
