objectid,globalid,plantingspaceglobalid,geometry,location,genusspecies,createddate,tpcondition
101235,20D67A39-2CBF-4028-8D4C-834EFFC277E5,01D6A556-70B2-4AE6-B7CC-4ED4768C7D8C,POINT(-74.07824453285853 40.624521817260764),"{'type': 'Point', 'coordinates': [-74.07824453285853, 40.624521817260764]}",Tilia cordata - littleleaf linden,2015-03-13 04:00:00.0000000,Fair
93227,64244044-ACA0-40BD-B96A-093DEE915CA6,99FE920F-5C68-4F25-B042-38BED8A72177,POINT(-73.73312480220066 40.72226391932646),"{'type': 'Point', 'coordinates': [-73.73312480220066, 40.72226391932646]}",Platanus occidentalis - American sycamore,2015-03-09 04:00:00.0000000,Good
95626,49F09EEB-BD00-4906-8106-D665EEE1B54B,F2F51901-06E4-4941-8A2C-365346908761,POINT(-74.07025174676102 40.61109963323019),"{'type': 'Point', 'coordinates': [-74.07025174676102, 40.61109963323019]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-11 04:00:00.0000000,Fair
89627,B917833B-7799-47B2-875C-916FFB7155C8,BF1A2621-311E-4865-BF58-566D1F722451,POINT(-73.85719248700684 40.68034959011735),"{'type': 'Point', 'coordinates': [-73.85719248700684, 40.68034959011735]}",Fraxinus pennsylvanica - Green ash,2015-03-04 05:00:00.0000000,Poor
94824,131916EB-2AD7-4A64-9F9B-E6F2161AB7E8,8AADD266-D82F-4623-BA41-5D91D30233F5,POINT(-74.11493980623675 40.61583991757071),"{'type': 'Point', 'coordinates': [-74.11493980623675, 40.61583991757071]}",Acer - maple,2015-07-23 16:13:31.0000000,Unknown
100435,96617828-FF19-4159-B15F-256D863F9990,7D974A23-B0E4-408C-A53A-03B1C223B85D,POINT(-74.07808199214999 40.6238956577934),"{'type': 'Point', 'coordinates': [-74.07808199214999, 40.6238956577934]}",Tilia cordata - littleleaf linden,2015-03-13 04:00:00.0000000,Dead
95223,721B859B-53EB-4F14-AE19-EB1F7D3DEB92,968BA8D4-8193-4803-88F7-274297801327,POINT(-74.12852099780164 40.606829471645284),"{'type': 'Point', 'coordinates': [-74.12852099780164, 40.606829471645284]}",Acer - maple,2015-03-10 04:00:00.0000000,Dead
96823,CAFBCCA0-CA11-4D67-907E-20486A47D4C4,7F633A3C-270C-4143-8BCA-E5C4CA04A930,POINT(-74.0774957427307 40.60716058069654),"{'type': 'Point', 'coordinates': [-74.0774957427307, 40.60716058069654]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-04-20 11:57:00.0000000,Poor
89225,FD617E56-130C-4E43-A76D-3AF989E37A2F,6AC474F7-0D16-43EC-A1F9-8C9B6C14F434,POINT(-74.13088024029413 40.60672684318438),"{'type': 'Point', 'coordinates': [-74.13088024029413, 40.60672684318438]}",Acer platanoides - Norway maple,2015-03-04 05:00:00.0000000,Dead
96825,D454CDF3-C71E-41D2-8501-E3BE8C6F6F37,2B19D148-AF75-4D9B-B39E-BDE9490FE2FD,POINT(-74.15756855106804 40.54443862144906),"{'type': 'Point', 'coordinates': [-74.15756855106804, 40.54443862144906]}",Acer - maple,2015-03-11 04:00:00.0000000,Poor
96023,9A846DCA-4124-4D81-AE60-EC6DC3C0905E,AEFED561-2B48-44B5-9362-C727AD875013,POINT(-73.95285556733025 40.798479350106135),"{'type': 'Point', 'coordinates': [-73.95285556733025, 40.798479350106135]}",Ginkgo biloba - maidenhair tree,2015-03-11 04:00:00.0000000,Fair
96433,D6B79598-1177-438E-BFA2-D215086707D1,C80C9E73-C3C3-4F1B-B629-1A60815C3347,POINT(-74.12893296672168 40.614766168314134),"{'type': 'Point', 'coordinates': [-74.12893296672168, 40.614766168314134]}",Platanus x acerifolia - London planetree,2015-03-11 04:00:00.0000000,Poor
103237,8B054721-CF73-43DB-9D92-9D8CBBA43065,D2782DF4-3D74-465C-A8A3-F7DC16F689D8,POINT(-74.01111946457456 40.609953207952344),"{'type': 'Point', 'coordinates': [-74.01111946457456, 40.609953207952344]}",Fraxinus pennsylvanica - Green ash,2015-03-16 04:00:00.0000000,Fair
92824,230C109D-B900-427A-92F1-D14C5BB40C51,92FFFF33-89EA-489F-9460-C3EBF56ECCA6,POINT(-73.73866981057843 40.720309316158435),"{'type': 'Point', 'coordinates': [-73.73866981057843, 40.720309316158435]}",Quercus palustris - pin oak,2015-03-09 04:00:00.0000000,Good
92829,54722507-DB54-4499-86A1-FEC6EB922E66,CE09E6F2-15F7-4353-93F1-D9EE92A98A02,POINT(-73.94614123030276 40.83115278113185),"{'type': 'Point', 'coordinates': [-73.94614123030276, 40.83115278113185]}",Tilia cordata - littleleaf linden,2015-03-09 04:00:00.0000000,Unknown
103245,66FF6F6F-6F1C-421F-8AB5-542323F5E8F2,EE90733F-168B-414C-8B04-CBD96B205E6C,POINT(-74.09287674424463 40.62407744658287),"{'type': 'Point', 'coordinates': [-74.09287674424463, 40.62407744658287]}",Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry,2015-03-16 04:00:00.0000000,Fair
89631,7849F96D-8739-4FD6-A430-6EAA7256D512,6D5A04A7-CF2F-48B1-92DA-77D6E0C68907,POINT(-73.9188914758878 40.86609935668099),"{'type': 'Point', 'coordinates': [-73.9188914758878, 40.86609935668099]}",Styphnolobium japonicum - Japanese pagoda tree,2015-03-04 05:00:00.0000000,Dead
88023,6BA8E72B-1901-4EF3-ABFF-D11680AB4A9B,21431016-EDB8-4A0B-B122-673125800C87,POINT(-73.8324418090213 40.88762504315543),"{'type': 'Point', 'coordinates': [-73.8324418090213, 40.88762504315543]}",Acer platanoides - Norway maple,2015-03-03 05:00:00.0000000,Poor
101634,84C1F1AD-4331-4A6F-9988-C02037BF433D,18BEF5E1-52BB-4B6E-A5F5-676D4F862485,POINT(-74.07780113091562 40.62365018762147),"{'type': 'Point', 'coordinates': [-74.07780113091562, 40.62365018762147]}",Pyrus calleryana - Callery pear,2015-03-13 04:00:00.0000000,Fair
93224,585EEE85-0809-4E70-B38F-418033902E51,7760CDB3-7F87-4115-97A7-5E58D4BC2B40,POINT(-73.72613064281603 40.73528102440398),"{'type': 'Point', 'coordinates': [-73.72613064281603, 40.73528102440398]}",Acer platanoides - Norway maple,2015-03-09 04:00:00.0000000,Dead
94823,06FC8063-71FC-4142-A813-80FF2882EAE7,C8E1BAF8-B507-4E2A-BA4A-7318752FEA87,POINT(-73.92176307810891 40.736878260416916),"{'type': 'Point', 'coordinates': [-73.92176307810891, 40.736878260416916]}",Platanus x acerifolia - London planetree,2015-03-10 04:00:00.0000000,Good
101231,A2679351-FE7C-4454-A44B-BF545FFA5433,27CF3378-22DD-431E-92B7-B2C3A69FCD2B,POINT(-74.07775987958638 40.62345485611114),"{'type': 'Point', 'coordinates': [-74.07775987958638, 40.62345485611114]}",Malus - apple,2015-03-13 04:00:00.0000000,Excellent
